post_url,author,text,date,replies,reposts,likes,bookmarks,views,media
https://x.com/Hiteshdotcom/status/2093038449897193712,Hiteshdotcom,,,0,0,0,0,0,https://pbs.twimg.com/media/HQv2thYbAAA6X3h?format=webp&name=large | https://pbs.twimg.com/media/HQv2uBXawAA52Ft?format=webp&name=large
https://x.com/Hiteshdotcom/status/2092624926192918660,Hiteshdotcom,,,0,0,0,0,0,https://pbs.twimg.com/media/HQp025-WUAAmoxY?format=webp&name=large
https://x.com/Hiteshdotcom/status/2092539709532860545,Hiteshdotcom,,,0,0,0,0,0,https://pbs.twimg.com/media/HQmH6Pwa4AAN1zf?format=webp&name=large | https://pbs.twimg.com/media/HQmIHHmbUAAnzLa?format=webp&name=large | https://pbs.twimg.com/media/HQmINOuaIAAEGHd?format=webp&name=large
